"","Finished","Progress","Consent_statement","Work_from_home_Freq_19","Work_from_home_Freq_20","Weekly_Working_hrs_19","Weekly_Working_hrs_20","Traditional work hours_19  (9-5, Mon - Fri)","Early mornings_19  (5am - 9am)","Early evenings_19  (5pm - 9pm)","Late evenings_19  (5pm - midnight)","Overnight_19 (midnight - 5am)","Traditional work hours_20  (9-5, Mon - Fri)","Early mornings_20  (5am - 9am)","Early evenings_20  (5pm - 9pm)","Late evenings_20 (5pm - midnight)","Overnight_20 (midnight - 5am)","Work_schedule_stability_19","Work_schedule_stability_20","Comfortable_lifestyle_19","Lonely_lifestyle_19","Active_lifestyle_19","Connected_lifestyle_19","Peaceful_lifestyle_19","Chaotic_lifestyle_19","Comfortable_lifestyle_20","Lonely_lifestyle_20","Active_lifestyle_20","Connected_lifestyle_20","Peaceful_lifestyle_20","Chaotic_lifestyle_20","Mental_health_19","Mental_health_20","Expected_Income_2021","Income_2020","Income_2019","Age_Group","Adult_count","Children_count","Postcode_range","Year_of_record","Month_of_record"
"521","Yes",100,"Agreed","About half the time","Didn't work","40+ hours ","Didn't work",0,0,1,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,1,1,1,1,0,1,1,0,0,1,0,1,"Some challenges","Some challenges",208964.884434739,-5823.66086396419,191798.269319156,"(24,45]","1","0","(3050,3150]",2021,"January"
"522","Yes",100,"Agreed","Most of the time","Didn't work","20-30 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,0,1,0,0,0,0,1,1,0,"Good","Good",225678.168877985,-97.8242244138946,205881.151481055,"(45,55]","3","1","(3150,3250]",2021,"January"
"523","Yes",100,"Agreed","Always","Always","30-40 hours  ","30-40 hours",1,0,0,0,0,0,0,1,1,0,"No changes","No changes",1,0,0,0,0,0,0,0,0,0,0,0,"Good","Some challenges",100716.871273855,96823.5795349871,85074.7717066051,"(55,80]","1","2","(3150,3250]",2021,"January"
"524","Yes",100,"Agreed","Never","Didn't work","40+ hours ","40+ hours",1,0,1,0,0,0,1,0,1,0,"No changes","Unpredictable",0,0,1,0,1,0,0,0,0,0,0,0,"Some challenges","Good",131428.911284076,115031.970339011,101576.735666918,"(55,80]","1","2","(3050,3150]",2021,"January"
"525","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,1,0,0,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,0,1,1,1,0,0,0,0,0,"Good","Good",106055.137938398,-381.68784096812,78236.365492166,"(45,55]","1","1","(3000,3050]",2021,"January"
"526","Yes",100,"Agreed","Never","Never","30-40 hours  ","40+ hours",0,0,0,0,0,0,0,0,1,1,"Varying","Varying",1,0,1,0,1,0,1,0,0,1,0,1,"Good","Good",184095.342107964,179204.75491244,171678.913985964,"(55,80]","3","2","(3050,3150]",2021,"January"
"527","Yes",100,"Agreed","Sometimes","Always","40+ hours ","Didn't work",1,0,0,0,1,1,0,0,1,0,"No changes","Varying",1,0,1,0,0,0,0,0,0,1,1,0,"Significant challenges","Some challenges",61855.165931143,89658.056210903,58772.4169959095,"(45,55]","3","2","(3150,3250]",2021,"January"
"528","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,1,0,0,NA,NA,NA,NA,NA,"Varying",NA,1,0,1,1,1,0,0,0,0,1,1,1,"Some challenges","Good",132315.071131223,3465.2319675779,108709.079302809,"(45,55]","1","0","(3050,3150]",2021,"January"
"529","Yes",100,"Agreed","Always","Always","40+ hours ","40+ hours",1,0,0,0,1,0,0,0,1,0,"No changes","Some small changes",1,0,1,0,1,0,1,0,0,1,0,1,"Significant challenges","Good",99815.0070144171,106135.474302243,87705.2541518333,"(45,55]","3","1","(3150,3250]",2021,"January"
"530","Yes",100,"Agreed","Never","Didn't work","Didn't work","Didn't work",0,0,1,0,0,0,1,0,0,0,"No changes","No changes",0,0,1,0,0,0,1,0,0,0,1,0,"Good","Some challenges",594.213557732268,161211.952588309,146120.477975325,"(55,80]","3","1","(3000,3050]",2021,"January"
"531","Yes",100,"Agreed","Didn't work","Never","20-30 hours  ","Didn't work",0,0,0,0,0,0,0,0,1,0,"Some small changes","No changes",0,0,1,0,0,0,0,0,0,1,1,0,"Significant challenges","Significant challenges",5933.92185034719,120069.20951386,109130.508464929,"(45,55]","3","2","(3150,3250]",2021,"January"
"532","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,0,0,0,0,0,0,"Good","Some challenges",68133.5178390044,-1597.25588026862,29607.666500345,"(24,45]","1","1","(3050,3150]",2021,"January"
"533","Yes",100,"Agreed","Never","Always","40+ hours ","10-20 hours",0,0,0,1,0,0,0,0,1,0,"Varying","Some small changes",0,0,1,0,0,0,1,0,0,0,0,0,"Significant challenges","Significant challenges",114150.179628061,118873.943527347,103144.428633216,"(24,45]","More than 3","2","(3050,3150]",2021,"January"
"534","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,0,0,0,0,0,0,1,0,"Some small changes","Varying",1,0,1,0,0,0,1,0,0,1,1,0,"Some challenges","Some challenges",113727.933870667,133087.538328559,106854.15702419,"(24,45]","1","2","(3050,3150]",2021,"January"
"535","Yes",100,"Agreed","Always","Always","40+ hours ","Didn't work",0,0,0,1,1,0,0,0,0,0,"Varying","Unpredictable",0,0,0,0,0,1,0,0,0,1,1,0,"Some challenges","Some challenges",115014.718190124,116714.22780213,101781.586242225,"(45,55]","1","1","(3050,3150]",2021,"January"
"536","Yes",100,"Agreed","About half the time","Always","20-30 hours  ","40+ hours",1,0,1,0,0,0,0,0,1,0,"Some small changes","Unpredictable",0,0,1,0,1,0,0,0,0,1,0,0,"Good","Good",180046.458923642,180909.40611033,154231.501006978,"(45,55]","2","0","(3050,3150]",2021,"January"
"537","Yes",100,"Agreed","Never","Always","Didn't work","less than 10 hours",0,0,0,0,0,0,0,0,1,0,"No changes","Unpredictable",1,0,1,0,0,1,1,0,1,1,0,0,"Good","Good",245732.153154672,249183.367251523,236539.798303147,"(45,55]","2","2","(3050,3150]",2021,"January"
"538","Yes",100,"Agreed","Never","Always","20-30 hours  ","Didn't work",1,0,0,1,0,0,0,0,1,0,"No changes","Varying",0,0,1,1,0,1,0,0,0,1,0,1,"Good","Good",103312.940079079,119545.50093038,85136.0588752528,"(45,55]","1","2","(3000,3050]",2021,"January"
"539","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,1,0,0,1,NA,NA,NA,NA,NA,"Some small changes",NA,1,0,0,0,0,1,1,0,0,1,0,1,"Good","Some challenges",79397.7724980777,96.875330479762,59439.4767077166,"(45,55]","2","2","(3050,3150]",2021,"January"
"540","Yes",100,"Agreed","Never","Sometimes","40+ hours ","Didn't work",1,0,0,0,0,0,0,0,0,0,"No changes","Varying",0,0,1,0,0,0,1,0,0,1,0,0,"Good","Significant challenges",85427.4989653154,89933.2669677543,69502.2590478538,"(45,55]","1","0","(3000,3050]",2021,"January"
"541","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,1,0,1,NA,NA,NA,NA,NA,"Unpredictable",NA,0,0,1,1,0,0,1,0,0,0,0,1,"Good","Good",126245.291464243,-4574.46476889698,95500.718187281,"(45,55]","3","2","(3150,3250]",2021,"January"
"542","Yes",100,"Agreed","Never","Never","less than 10 hours  ","40+ hours",1,0,0,0,0,1,0,0,0,0,"No changes","Some small changes",1,0,0,1,0,0,0,0,0,1,1,0,"Good","Good",110506.13974252,103598.08431784,103510.085854264,"(24,45]","1","0","(3050,3150]",2021,"January"
"543","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,0,0,0,0,0,0,0,0,"No changes","No changes",0,0,1,0,0,0,0,0,0,0,1,1,"Good","Significant challenges",107547.411864706,103791.506322442,87002.2618008538,"(24,45]","2","2","(3050,3150]",2021,"January"
"544","Yes",100,"Agreed","About half the time","Didn't work","40+ hours ","40+ hours",0,0,0,0,0,1,0,0,1,0,"Varying","Unpredictable",0,0,0,0,0,0,0,0,0,1,0,1,"Good","Significant challenges",80056.1825629623,69935.7084416927,49039.5633112862,"(45,55]","1","1","(3050,3150]",2021,"January"
"545","Yes",100,"Agreed","Never","Didn't work","10-20 hours  ","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"Varying",NA,1,0,1,0,0,0,0,0,0,0,0,0,"Good","Significant challenges",2009.22781166582,-4622.00097100897,90974.7006114132,"(24,45]","3","1","(3150,3250]",2021,"January"
"546","Yes",100,"Agreed","About half the time","Always","40+ hours ","Didn't work",1,0,0,0,0,1,0,1,1,0,"No changes","Some small changes",1,1,1,1,0,0,1,0,1,1,0,0,"Some challenges","Good",78017.0055011884,77495.1707105844,64667.7876007325,"(55,80]","1","0","(3050,3150]",2021,"January"
"547","Yes",100,"Agreed","About half the time","Didn't work","10-20 hours  ","Didn't work",1,0,1,1,0,NA,NA,NA,NA,NA,"Varying",NA,1,0,1,0,1,0,0,0,0,0,0,0,"Good","Some challenges",174581.855966922,4152.84791621454,157287.445632868,"(45,55]","2","1","(3050,3150]",2021,"January"
"548","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,0,0,0,0,0,0,0,0,"No changes","Varying",0,0,0,0,0,0,1,0,0,1,0,1,"Significant challenges","Good",92939.458583116,86970.8142534612,67030.594633658,"(24,45]","1","2","(3000,3050]",2021,"January"
"549","Yes",100,"Agreed","Never","Never","40+ hours ","Didn't work",1,0,0,0,0,0,0,0,1,1,"Unpredictable","Varying",0,0,1,0,1,1,1,0,1,1,0,0,"Significant challenges","Good",-3586.39875000576,87029.7887300596,74177.8208134302,"(24,45]","3","More than 2","(3050,3150]",2021,"January"
"550","Yes",100,"Agreed","Most of the time","Didn't work","30-40 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Varying",NA,0,0,0,0,0,0,0,0,0,1,0,0,"Some challenges","Significant challenges",241590.36359461,3148.2354031625,218022.644699711,"(55,80]","2","2","(3000,3050]",2021,"January"
"551","Yes",100,"Agreed","Never","About half the time","20-30 hours  ","Didn't work",1,0,0,1,0,0,0,0,1,0,"Some small changes","Varying",1,0,1,1,0,0,1,0,0,0,0,0,"Some challenges","Some challenges",147415.174119628,152513.664095379,131293.551802771,"(55,80]","2","1","(3050,3150]",2021,"January"
"552","Yes",100,"Agreed","Never","Always","40+ hours ","less than 10 hours",1,0,0,0,1,0,0,0,1,0,"No changes","Unpredictable",1,0,0,0,0,0,1,0,0,1,0,1,"Good","Good",135339.050552442,126810.021788967,109918.338743066,"(55,80]","3","More than 2","(3000,3050]",2021,"January"
"553","Yes",100,"Agreed","Most of the time","Didn't work","40+ hours ","Didn't work",1,0,1,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,0,0,0,0,0,0,0,0,0,0,0,1,"Significant challenges","Significant challenges",156340.402895437,1773.74693594793,121222.911425326,"(55,80]","2","1","(3050,3150]",2021,"January"
"554","Yes",100,"Agreed","Never","Always","40+ hours ","20-30 hours",1,1,1,0,0,0,0,0,1,1,"Unpredictable","Unpredictable",1,0,1,0,0,0,1,0,0,1,0,1,"Some challenges","Good",97283.9980605964,113089.987582963,82411.5547256478,"(45,55]","2","2","(3000,3050]",2021,"January"
"555","Yes",100,"Agreed","Always","Most of the time","40+ hours ","less than 10 hours",1,0,0,0,0,0,0,0,1,0,"Some small changes","Some small changes",0,0,1,0,0,0,1,0,0,1,0,0,"Good","Good",158963.964836573,156290.219488018,148977.756774295,"(24,45]","1","0","(3050,3150]",2021,"January"
"556","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",0,1,0,0,0,0,0,0,1,0,"No changes","Some small changes",1,0,0,0,0,1,0,0,0,0,1,0,"Good","Significant challenges",76068.9118784175,76625.0438107798,62188.1929668785,"(45,55]","3","1","(3050,3150]",2021,"January"
"557","Yes",100,"Agreed","Most of the time","Always","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,1,0,"No changes","No changes",0,0,1,0,0,0,1,0,0,0,0,1,"Some challenges","Significant challenges",104875.359146391,111903.053806056,94347.8559470058,"(55,80]","2","2","(3050,3150]",2021,"January"
"558","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,1,0,1,0,0,0,0,0,0,1,0,0,"Some challenges","Good",168922.838773568,2586.46145627905,146618.450494183,"(45,55]","1","1","(3150,3250]",2021,"January"
"559","Yes",100,"Agreed","Never","Never","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,0,0,"No changes","Varying",1,0,1,0,0,1,0,0,1,1,0,0,"Some challenges","Significant challenges",104865.298991092,100438.678779174,81467.0338323903,"(55,80]","2","1","(3050,3150]",2021,"January"
"560","Yes",100,"Agreed","Always","Always","Didn't work","Didn't work",1,0,0,1,0,0,1,0,1,1,"No changes","No changes",1,0,1,1,1,0,0,0,0,1,0,0,"Good","Some challenges",187872.558264006,205737.574294251,177370.535139539,"(24,45]","3","2","(3050,3150]",2021,"January"
"561","Yes",100,"Agreed","Never","Always","less than 10 hours  ","10-20 hours",0,0,0,0,0,0,0,0,0,0,"No changes","Some small changes",0,0,1,0,1,1,0,0,1,1,0,0,"Some challenges","Significant challenges",141589.76202044,140562.280202749,124099.892275318,"(45,55]","2","2","(3150,3250]",2021,"January"
"562","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,1,0,0,1,0,0,0,1,0,"Good","Some challenges",48266.0215612225,1699.28635704367,29723.845105126,"(24,45]","1","0","(3050,3150]",2021,"January"
"563","Yes",100,"Agreed","About half the time","Didn't work","30-40 hours  ","Didn't work",0,0,1,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,1,0,1,0,0,0,1,0,0,1,0,0,"Good","Some challenges",81340.7434808283,-1111.90732033287,72433.4682505589,"(24,45]","2","1","(3050,3150]",2021,"January"
"564","Yes",100,"Agreed","Never","Always","40+ hours ","20-30 hours",1,0,1,0,0,1,0,0,0,0,"No changes","Varying",0,0,1,0,1,1,1,0,0,0,0,1,"Significant challenges","Some challenges",96102.9579346996,93168.0918486685,70694.2131466635,"(55,80]","2","0","(3050,3150]",2021,"January"
"565","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,0,0,1,0,0,0,1,0,0,0,0,0,"Some challenges","Some challenges",91924.3671452802,2558.51025818928,71721.3489492475,"(55,80]","2","0","(3050,3150]",2021,"January"
"566","Yes",100,"Agreed","Didn't work","Didn't work","30-40 hours  ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,1,0,0,1,1,1,"Some challenges","Significant challenges",101978.084312706,-122.394499487653,70927.4633804449,"(55,80]","1","0","(3050,3150]",2021,"January"
"567","Yes",100,"Agreed","Never","Always","20-30 hours  ","40+ hours",1,0,1,0,1,1,0,0,1,0,"No changes","Unpredictable",1,0,1,0,0,0,1,0,0,0,0,0,"Significant challenges","Significant challenges",111774.049941264,99465.3246319205,80793.3492509652,"(55,80]","2","0","(3000,3050]",2021,"January"
"568","Yes",100,"Agreed","Never","Never","20-30 hours  ","Didn't work",1,0,0,0,0,0,0,0,0,0,"No changes","Varying",1,0,0,0,0,1,0,0,1,0,0,0,"Good","Good",173969.749793176,184543.874289053,166105.829918538,"(24,45]","1","2","(3050,3150]",2021,"January"
"569","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",0,0,0,0,1,0,1,1,1,1,"Unpredictable","Varying",0,0,0,0,0,1,1,1,1,0,0,0,"Significant challenges","Some challenges",213586.945993589,229002.235899085,192969.809870124,"(55,80]","1","2","(3150,3250]",2021,"January"
"570","Yes",100,"Agreed","Never","About half the time","40+ hours ","40+ hours",0,0,1,0,0,0,0,0,1,0,"Some small changes","Varying",0,0,1,0,0,0,1,0,0,1,0,0,"Some challenges","Significant challenges",129986.108737164,131218.972848746,128920.141693376,"(55,80]","1","0","(3050,3150]",2021,"January"
"571","Yes",100,"Agreed","Never","Always","30-40 hours  ","Didn't work",1,0,0,1,0,1,0,0,1,1,"No changes","Some small changes",0,0,1,0,0,1,0,0,0,1,0,0,"Significant challenges","Some challenges",217572.353662292,199097.757963022,182158.394284138,"(45,55]","1","0","(3050,3150]",2021,"January"
"572","Yes",100,"Agreed","Never","Didn't work","10-20 hours  ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,1,0,0,1,0,1,"Good","Good",208074.657688772,-3512.20229237592,193825.307881818,"(55,80]","2","More than 2","(3050,3150]",2021,"January"
"573","Yes",100,"Agreed","Never","Always","40+ hours ","less than 10 hours",0,0,0,0,0,0,1,0,0,0,"No changes","Unpredictable",0,0,1,0,0,0,1,0,0,0,0,1,"Some challenges","Significant challenges",111560.552650607,114572.89947844,100851.715159301,"(24,45]","2","1","(3000,3050]",2021,"January"
"574","Yes",100,"Agreed","Sometimes","Always","40+ hours ","Didn't work",1,0,0,0,0,1,0,0,1,0,"Some small changes","Varying",1,1,1,0,0,0,1,0,0,1,0,1,"Some challenges","Some challenges",117449.955913392,110772.337817889,99984.6453230623,"(45,55]","2","2","(3000,3050]",2021,"January"
"575","Yes",100,"Agreed","About half the time","Didn't work","30-40 hours  ","Didn't work",0,0,1,0,1,0,1,0,1,0,"No changes","No changes",0,0,0,0,0,0,0,0,0,1,0,0,"Good","Significant challenges",129079.934927087,116129.777344131,104603.346175777,"(24,45]","3","1","(3050,3150]",2021,"January"
"576","Yes",100,"Agreed","About half the time","Didn't work","Didn't work","40+ hours",1,0,0,0,1,0,1,0,0,0,"No changes","No changes",1,0,1,0,0,0,1,0,0,0,0,0,"Some challenges","Good",149044.728856332,133524.629233354,114014.453110111,"(45,55]","2","1","(3050,3150]",2021,"January"
"577","Yes",100,"Agreed","Most of the time","Didn't work","20-30 hours  ","Didn't work",1,1,1,1,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,1,0,0,1,0,0,"Significant challenges","Significant challenges",164101.02652407,-2187.10547492488,147909.227023658,"(45,55]","2","1","(3000,3050]",2021,"January"
"578","Yes",100,"Agreed","Never","Sometimes","less than 10 hours  ","less than 10 hours",1,0,1,0,0,0,0,0,0,0,"Some small changes","Varying",0,0,0,0,0,1,1,0,1,0,0,0,"Good","Good",145892.62894142,146769.224305098,124230.846807706,"(55,80]","1","2","(3000,3050]",2021,"January"
"579","Yes",100,"Agreed","Always","Always","30-40 hours  ","Didn't work",1,1,0,0,0,0,0,1,1,0,"No changes","No changes",0,0,0,1,0,0,1,0,0,1,1,1,"Good","Significant challenges",118187.939335449,106007.395083286,83544.2951563911,"(55,80]","3","0","(3150,3250]",2021,"January"
"580","Yes",100,"Agreed","Most of the time","Never","40+ hours ","Didn't work",1,1,0,1,0,0,0,1,1,0,"No changes","Varying",0,0,1,0,0,0,0,0,0,0,0,1,"Some challenges","Some challenges",130768.843486052,134057.494822891,113107.21367088,"(24,45]","3","0","(3050,3150]",2021,"January"
"581","Yes",100,"Agreed","Sometimes","Didn't work","40+ hours ","Didn't work",0,0,0,1,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,0,0,0,1,0,0,0,0,0,"Good","Some challenges",120042.745644749,280.859424830689,96966.1170752824,"(45,55]","1","1","(3050,3150]",2021,"January"
"582","Yes",100,"Agreed","Never","Never","40+ hours ","less than 10 hours",1,0,0,1,0,0,0,0,1,0,"No changes","Unpredictable",0,0,0,0,1,0,0,0,0,0,1,0,"Some challenges","Significant challenges",110394.815906514,105714.203970037,91087.2356693309,"(24,45]","1","1","(3050,3150]",2021,"January"
"583","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,1,1,0,1,NA,NA,NA,NA,NA,"Unpredictable",NA,0,0,0,0,0,0,1,0,1,1,1,0,"Some challenges","Significant challenges",141737.947092125,826.12204804012,124764.750452805,"(45,55]","3","2","(3050,3150]",2021,"January"
"584","Yes",100,"Agreed","Always","Most of the time","40+ hours ","Didn't work",1,0,0,0,1,1,0,0,1,0,"No changes","Some small changes",1,0,0,1,1,0,1,0,0,1,0,1,"Good","Significant challenges",1802.83116964575,63859.6931329304,43274.0381887542,"(24,45]","1","1","(3050,3150]",2021,"January"
"585","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",0,0,0,0,0,0,0,0,0,0,"No changes","Unpredictable",0,0,0,0,0,0,1,0,0,1,0,0,"Good","Good",84931.8730552602,86646.3351309661,65321.4687447901,"(24,45]","2","0","(3000,3050]",2021,"January"
"586","Yes",100,"Agreed","Never","About half the time","10-20 hours  ","40+ hours",1,0,0,0,1,0,0,0,0,0,"Varying","Some small changes",0,0,1,0,0,0,0,0,0,1,0,0,"Good","Significant challenges",314823.640452382,312035.944651328,290859.59533682,"(24,45]","1","2","(3150,3250]",2021,"January"
"587","Yes",100,"Agreed","Never","Always","Didn't work","10-20 hours",1,0,0,0,0,1,0,0,1,0,"Some small changes","Varying",1,0,0,0,0,1,0,0,0,1,0,0,"Some challenges","Significant challenges",161866.013928627,166190.961171035,147483.464065859,"(55,80]","3","0","(3150,3250]",2021,"January"
"588","Yes",100,"Agreed","Always","Didn't work","40+ hours ","Didn't work",0,0,0,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,0,0,1,0,0,1,0,0,0,1,0,0,"Good","Significant challenges",217087.392050115,-5234.01325494383,200100.484534954,"(45,55]","1","1","(3000,3050]",2021,"January"
"589","Yes",100,"Agreed","Always","Most of the time","40+ hours ","Didn't work",0,0,0,1,0,0,0,0,0,1,"No changes","Some small changes",0,0,0,0,0,0,1,0,0,1,0,1,"Good","Good",89084.7567200591,106577.953213603,73260.291443464,"(55,80]","2","2","(3150,3250]",2021,"January"
"590","Yes",100,"Agreed","Never","Always","40+ hours ","30-40 hours",1,0,0,0,0,0,0,0,0,0,"No changes","Unpredictable",0,0,1,0,0,0,0,0,0,0,1,1,"Some challenges","Some challenges",249242.930143105,246207.095405193,239123.722567592,"(45,55]","2","2","(3050,3150]",2021,"January"
"591","Yes",100,"Agreed","About half the time","Always","40+ hours ","20-30 hours",1,0,0,0,0,0,0,0,0,1,"No changes","Some small changes",0,0,1,0,0,1,1,1,0,1,0,1,"Good","Good",139796.352264239,134473.821055034,124956.638578384,"(45,55]","1","2","(3000,3050]",2021,"January"
"592","Yes",100,"Agreed","Always","Most of the time","less than 10 hours  ","30-40 hours",1,0,0,0,0,1,0,0,1,0,"No changes","No changes",0,1,1,0,1,0,1,0,0,1,1,0,"Good","Some challenges",149092.564701973,150798.577618447,133073.705592496,"(45,55]","2","2","(3150,3250]",2021,"January"
"593","Yes",100,"Agreed","Never","Always","10-20 hours  ","40+ hours",0,0,1,0,0,0,0,0,1,1,"No changes","Varying",1,0,0,0,0,1,0,0,0,1,0,0,"Some challenges","Significant challenges",80621.5498361125,87809.1162790668,62933.2152553229,"(55,80]","2","2","(3150,3250]",2021,"January"
"594","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,0,1,NA,NA,NA,NA,NA,"Varying",NA,1,0,1,0,0,1,1,0,0,1,0,0,"Good","Some challenges",86683.8738006721,-2830.14528591416,65777.2807196348,"(45,55]","1","0","(3050,3150]",2021,"January"
"595","Yes",100,"Agreed","Never","Always","20-30 hours  ","less than 10 hours",0,0,0,0,0,1,0,0,1,0,"No changes","Some small changes",0,0,0,1,0,0,1,1,0,1,0,0,"Good","Good",171971.832812684,147578.220321389,132941.326599586,"(45,55]","1","0","(3000,3050]",2021,"January"
"596","Yes",100,"Agreed","Sometimes","Didn't work","40+ hours ","Didn't work",1,1,0,0,0,0,0,1,0,0,"Some small changes","Varying",1,0,1,0,1,0,1,0,0,1,0,0,"Significant challenges","Significant challenges",120026.710824831,108924.504357815,99899.2475812951,"(45,55]","3","0","(3000,3050]",2021,"January"
"597","Yes",100,"Agreed","Never","Always","40+ hours ","40+ hours",1,0,0,0,0,1,0,1,1,0,"No changes","Unpredictable",0,0,1,1,0,0,1,0,0,1,0,1,"Some challenges","Good",128257.963349875,128232.474893936,112439.210498754,"(55,80]","1","2","(3150,3250]",2021,"January"
"598","Yes",100,"Agreed","About half the time","Didn't work","40+ hours ","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,0,0,0,0,0,0,1,1,0,0,"Some challenges","Significant challenges",179416.060280422,-4193.83628339456,173154.874421315,"(24,45]","1","1","(3150,3250]",2021,"January"
"599","Yes",100,"Agreed","About half the time","Didn't work","40+ hours ","Didn't work",1,0,0,0,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,1,1,1,1,0,0,0,0,1,"Good","Significant challenges",119169.512152074,-2142.59072875956,90626.6955734623,"(45,55]","1","0","(3150,3250]",2021,"January"
"600","Yes",100,"Agreed","Never","Always","40+ hours ","Didn't work",1,1,0,1,0,0,0,0,0,0,"No changes","Varying",0,1,0,0,1,0,0,0,0,1,0,0,"Good","Significant challenges",-869.806356168112,75106.1854512972,50892.7921165923,"(45,55]","3","0","(3050,3150]",2021,"January"
"601","Yes",100,"Agreed","About half the time","Sometimes","40+ hours ","Didn't work",1,0,0,1,1,0,0,0,1,0,"Unpredictable","Some small changes",0,0,1,0,1,0,1,0,0,0,0,1,"Some challenges","Significant challenges",218229.422837342,229156.996206257,208578.316609533,"(45,55]","More than 3","1","(3050,3150]",2021,"January"
"602","Yes",100,"Agreed","Never","Most of the time","less than 10 hours  ","Didn't work",0,0,1,0,0,1,0,0,1,0,"No changes","No changes",0,0,1,0,0,1,0,0,0,0,1,0,"Good","Good",82451.8380955825,79539.4802418392,73503.8323105133,"(24,45]","1","2","(3150,3250]",2021,"January"
"603","Yes",100,"Agreed","Most of the time","Didn't work","40+ hours ","Didn't work",1,0,1,0,0,NA,NA,NA,NA,NA,"Some small changes",NA,1,1,0,0,0,0,1,0,0,1,0,0,"Significant challenges","Significant challenges",191192.660852617,710.611311253562,188576.72750616,"(55,80]","1","1","(3150,3250]",2021,"January"
"604","Yes",100,"Agreed","Never","Didn't work","40+ hours ","Didn't work",1,0,0,1,0,1,0,0,0,0,"Some small changes","Unpredictable",0,0,1,1,0,0,1,0,0,1,0,1,"Significant challenges","Some challenges",-1786.70307485927,71480.1656136604,58356.5395279975,"(24,45]","1","1","(3150,3250]",2021,"January"
"605","Yes",100,"Agreed","Never","About half the time","40+ hours ","Didn't work",1,0,1,1,1,0,0,0,1,1,"No changes","Some small changes",0,0,0,0,0,0,1,0,0,1,0,0,"Significant challenges","Significant challenges",1993.20399214981,141940.212502838,126764.678252015,"(24,45]","2","1","(3050,3150]",2021,"January"
"606","Yes",100,"Agreed","Never","Didn't work","20-30 hours  ","Didn't work",1,0,1,0,1,NA,NA,NA,NA,NA,"No changes",NA,1,0,1,0,0,0,1,0,0,1,1,1,"Good","Some challenges",202582.171210125,-5110.94762136363,186453.546194285,"(24,45]","More than 3","1","(3050,3150]",2021,"January"
"607","Yes",100,"Agreed","Never","Didn't work","10-20 hours  ","Didn't work",1,0,0,1,0,NA,NA,NA,NA,NA,"No changes",NA,0,0,1,1,0,1,0,0,0,0,0,1,"Some challenges","Some challenges",59905.4472924393,-9.92767284605617,47144.0119870429,"(24,45]","1","1","(3050,3150]",2021,"January"
"608","Yes",100,"Agreed","Always","Always","10-20 hours  ","40+ hours",1,0,1,0,0,0,0,0,1,0,"No changes","Unpredictable",0,0,0,1,1,0,0,0,0,0,0,0,"Significant challenges","Some challenges",62311.0227038764,91190.7926657447,57537.6008188636,"(45,55]","1","1","(3150,3250]",2021,"January"
